,directory,image_path,mask_path,status
1501,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_7634_20000128/TCGA_FG_7634_20000128_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_7634_20000128/TCGA_FG_7634_20000128_15_mask.tif,0
1504,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8113_19930809/TCGA_HT_8113_19930809_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8113_19930809/TCGA_HT_8113_19930809_15_mask.tif,1
1507,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_15_mask.tif,0
1508,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_8189_20030516/TCGA_FG_8189_20030516_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_8189_20030516/TCGA_FG_8189_20030516_15_mask.tif,1
1512,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_5397_20010315/TCGA_CS_5397_20010315_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_5397_20010315/TCGA_CS_5397_20010315_15_mask.tif,0
1514,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7879_19981009/TCGA_HT_7879_19981009_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7879_19981009/TCGA_HT_7879_19981009_15_mask.tif,1
1516,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8106_19970727/TCGA_HT_8106_19970727_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8106_19970727/TCGA_HT_8106_19970727_15_mask.tif,1
1517,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_A61A_20000127/TCGA_HT_A61A_20000127_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_A61A_20000127/TCGA_HT_A61A_20000127_15_mask.tif,0
1518,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8164_19970111/TCGA_DU_8164_19970111_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8164_19970111/TCGA_DU_8164_19970111_15_mask.tif,0
1520,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7013_19860523/TCGA_DU_7013_19860523_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7013_19860523/TCGA_DU_7013_19860523_15_mask.tif,0
1522,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7855_19951020/TCGA_HT_7855_19951020_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7855_19951020/TCGA_HT_7855_19951020_15_mask.tif,1
1524,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8162_19961029/TCGA_DU_8162_19961029_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8162_19961029/TCGA_DU_8162_19961029_15_mask.tif,1
1528,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_7637_20000922/TCGA_FG_7637_20000922_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_7637_20000922/TCGA_FG_7637_20000922_15_mask.tif,1
1529,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7882_19970125/TCGA_HT_7882_19970125_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7882_19970125/TCGA_HT_7882_19970125_15_mask.tif,1
1530,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TP_19970614/TCGA_DU_A5TP_19970614_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TP_19970614/TCGA_DU_A5TP_19970614_15_mask.tif,0
1532,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_15_mask.tif,1
1537,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_A616_19991226/TCGA_HT_A616_19991226_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_A616_19991226/TCGA_HT_A616_19991226_15_mask.tif,1
1538,TCGA_DU_7019_19940908,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7881_19981015/TCGA_HT_7881_19981015_15.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7881_19981015/TCGA_HT_7881_19981015_15_mask.tif,0
1541,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_16_mask.tif,1
1542,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8563_19981209/TCGA_HT_8563_19981209_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8563_19981209/TCGA_HT_8563_19981209_16_mask.tif,1
1544,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6692_20020606/TCGA_FG_6692_20020606_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6692_20020606/TCGA_FG_6692_20020606_16_mask.tif,1
1545,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_16_mask.tif,0
1546,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8018_19970411/TCGA_HT_8018_19970411_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8018_19970411/TCGA_HT_8018_19970411_16_mask.tif,0
1550,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TR_19970726/TCGA_DU_A5TR_19970726_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TR_19970726/TCGA_DU_A5TR_19970726_16_mask.tif,1
1552,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8165_19970205/TCGA_DU_8165_19970205_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8165_19970205/TCGA_DU_8165_19970205_16_mask.tif,1
1553,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7010_19860307/TCGA_DU_7010_19860307_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7010_19860307/TCGA_DU_7010_19860307_16_mask.tif,0
1554,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_16_mask.tif,0
1555,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7680_19970202/TCGA_HT_7680_19970202_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7680_19970202/TCGA_HT_7680_19970202_16_mask.tif,0
1562,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8163_19961119/TCGA_DU_8163_19961119_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8163_19961119/TCGA_DU_8163_19961119_16_mask.tif,1
1563,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_16_mask.tif,0
1566,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6186_20000601/TCGA_CS_6186_20000601_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6186_20000601/TCGA_CS_6186_20000601_16_mask.tif,1
1568,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TY_19970709/TCGA_DU_A5TY_19970709_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TY_19970709/TCGA_DU_A5TY_19970709_16_mask.tif,0
1569,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_16_mask.tif,1
1570,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_16_mask.tif,1
1571,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_7643_20021104/TCGA_FG_7643_20021104_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_7643_20021104/TCGA_FG_7643_20021104_16_mask.tif,0
1575,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7693_19950520/TCGA_HT_7693_19950520_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7693_19950520/TCGA_HT_7693_19950520_16_mask.tif,1
1576,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_16_mask.tif,1
1578,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_16_mask.tif,1
1579,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_16_mask.tif,0
1580,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_16_mask.tif,1
1581,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_A4MT_20020212/TCGA_FG_A4MT_20020212_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_A4MT_20020212/TCGA_FG_A4MT_20020212_16_mask.tif,1
1583,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_A4MU_20030903/TCGA_FG_A4MU_20030903_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_A4MU_20030903/TCGA_FG_A4MU_20030903_16_mask.tif,1
1584,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_16_mask.tif,0
1586,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_16_mask.tif,0
1587,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_16_mask.tif,0
1588,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7860_19960513/TCGA_HT_7860_19960513_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7860_19960513/TCGA_HT_7860_19960513_16_mask.tif,1
1593,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_16_mask.tif,1
1596,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_16_mask.tif,0
1597,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7616_19940813/TCGA_HT_7616_19940813_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7616_19940813/TCGA_HT_7616_19940813_16_mask.tif,1
1605,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7309_19960831/TCGA_DU_7309_19960831_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7309_19960831/TCGA_DU_7309_19960831_16_mask.tif,0
1608,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TT_19980318/TCGA_DU_A5TT_19980318_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TT_19980318/TCGA_DU_A5TT_19980318_16_mask.tif,0
1609,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8111_19980330/TCGA_HT_8111_19980330_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8111_19980330/TCGA_HT_8111_19980330_16_mask.tif,1
1611,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8105_19980826/TCGA_HT_8105_19980826_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8105_19980826/TCGA_HT_8105_19980826_16_mask.tif,1
1612,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7884_19980913/TCGA_HT_7884_19980913_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7884_19980913/TCGA_HT_7884_19980913_16_mask.tif,0
1613,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7874_19950902/TCGA_HT_7874_19950902_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7874_19950902/TCGA_HT_7874_19950902_16_mask.tif,0
1616,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TW_19980228/TCGA_DU_A5TW_19980228_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TW_19980228/TCGA_DU_A5TW_19980228_16_mask.tif,1
1617,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_16_mask.tif,0
1618,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_16_mask.tif,0
1621,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7473_19970826/TCGA_HT_7473_19970826_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7473_19970826/TCGA_HT_7473_19970826_16_mask.tif,1
1622,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7008_19830723/TCGA_DU_7008_19830723_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7008_19830723/TCGA_DU_7008_19830723_16_mask.tif,1
1624,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8168_19970503/TCGA_DU_8168_19970503_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8168_19970503/TCGA_DU_8168_19970503_16_mask.tif,1
1625,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_16_mask.tif,1
1626,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_16_mask.tif,0
1627,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TS_19970726/TCGA_DU_A5TS_19970726_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TS_19970726/TCGA_DU_A5TS_19970726_16_mask.tif,1
1630,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_16_mask.tif,0
1632,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_EZ_7264_20010816/TCGA_EZ_7264_20010816_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_EZ_7264_20010816/TCGA_EZ_7264_20010816_16_mask.tif,1
1633,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TU_19980312/TCGA_DU_A5TU_19980312_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_A5TU_19980312/TCGA_DU_A5TU_19980312_16_mask.tif,1
1636,TCGA_FG_A4MT_20020212,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_16_mask.tif,1
1642,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_16_mask.tif,1
1645,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7014_19860618/TCGA_DU_7014_19860618_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7014_19860618/TCGA_DU_7014_19860618_16_mask.tif,0
1647,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8166_19970322/TCGA_DU_8166_19970322_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_8166_19970322/TCGA_DU_8166_19970322_16_mask.tif,0
1648,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7306_19930512/TCGA_DU_7306_19930512_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_7306_19930512/TCGA_DU_7306_19930512_16_mask.tif,1
1649,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_16_mask.tif,0
1652,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6665_20010817/TCGA_CS_6665_20010817_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6665_20010817/TCGA_CS_6665_20010817_16_mask.tif,1
1655,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_A60K_20040224/TCGA_FG_A60K_20040224_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_A60K_20040224/TCGA_FG_A60K_20040224_16_mask.tif,0
1656,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_16_mask.tif,0
1660,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7856_19950831/TCGA_HT_7856_19950831_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7856_19950831/TCGA_HT_7856_19950831_16_mask.tif,1
1661,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_16_mask.tif,1
1664,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_A5RC_19990831/TCGA_HT_A5RC_19990831_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_A5RC_19990831/TCGA_HT_A5RC_19990831_16_mask.tif,1
1666,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_16_mask.tif,1
1668,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7692_19960724/TCGA_HT_7692_19960724_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7692_19960724/TCGA_HT_7692_19960724_16_mask.tif,1
1669,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_16_mask.tif,0
1670,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7608_19940304/TCGA_HT_7608_19940304_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7608_19940304/TCGA_HT_7608_19940304_16_mask.tif,1
1671,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7877_19980917/TCGA_HT_7877_19980917_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7877_19980917/TCGA_HT_7877_19980917_16_mask.tif,0
1673,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_16_mask.tif,0
1676,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6290_20000917/TCGA_CS_6290_20000917_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6290_20000917/TCGA_CS_6290_20000917_16_mask.tif,0
1681,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_16_mask.tif,1
1682,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_16_mask.tif,1
1683,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8107_19980708/TCGA_HT_8107_19980708_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_8107_19980708/TCGA_HT_8107_19980708_16_mask.tif,0
1684,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7690_19960312/TCGA_HT_7690_19960312_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7690_19960312/TCGA_HT_7690_19960312_16_mask.tif,1
1686,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_16_mask.tif,0
1687,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_16_mask.tif,0
1688,TCGA_FG_A4MU_20030903,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7602_19951103/TCGA_HT_7602_19951103_16.tif,/home/mahdi/Desktop/project/dataset/kaggle_3m/TCGA_HT_7602_19951103/TCGA_HT_7602_19951103_16_mask.tif,0
